series,symbol,parameter,condition,min,typ,max,unit,#,confidence,basis,datasheet
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 011 (rising edge),,2.78,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 100 (falling edge),,2.81,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 100 (rising edge),,2.89,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 101 (falling edge),,2.96,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 101 (rising edge),,3.05,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 110 (falling edge),,3.08,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 110 (rising edge),,3.17,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 111 (falling edge),,3.21,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVD,Level selection of programmable voltage detector(2),PLS[2:0] = 111 (rising edge),,3.31,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_PVDhyst,PVD hysteresis,,,0.08,,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_REF+,Positive reference voltage,V cannot be REF+ more than V DDA,2.4,,VDDA,V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.87),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,V_prog,Programming voltage,,2.4,,3.6,V,#,reference,CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,f_ADC,ADC clock frequency,,,,14,MHz,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.87),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,f_S,Sampling rate,,0.05,,1,MHz,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.87),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,g_m,Oscillator transconductance,Startup,,17,,mA/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.58)+CH32V20x_30xDS0.PDF:en(p.66),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,g_m,Oscillator transconductance,Startup,,25.3,,uA/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.59)+CH32V20x_30xDS0.PDF:en(p.67),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,i_2,LSE drive current,VDD = 3.3V,,0.35,,uA,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.59)+CH32V20x_30xDS0.PDF:en(p.67),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_CAL,Calibration time,,,40,,1/fADC,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_CONV,Total conversion time (including sampling time),,14,,252,1/fADC,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.79)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_Iat,Injected trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_Iatr,Regular trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.78)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_LOCK,PLL lock time,,,80,200,us,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.60)+CH32V20x_30xDS0.PDF:en(p.68),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_LOCK1,PLL lock time,,,80,200,us,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.60)+CH32V20x_30xDS0.PDF:en(p.68),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_LOCK1,PLL lock time,,,80,200,us,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.60)+CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_RET,Data retention,,20,,,year,#,reference,CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_STAB,Power-on time,,,,1,us,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.79)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_SU(HSE),Startup time,"V is stable, 8M crystal DD",,1.5,4,ms,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.58)+CH32V20x_30xDS0.PDF:en(p.66),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_SU(LSE),Startup time,VDD is stable,,800,,mS,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.59)+CH32V20x_30xDS0.PDF:en(p.67),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_SU(LSI),LSI oscillator startup stabilization time,LSE off,,5,,ms,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.59)+CH32V20x_30xDS0.PDF:en(p.68),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_SU(LSI),LSI oscillator startup stabilization time,LSE on,,230,,us,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.59)+CH32V20x_30xDS0.PDF:en(p.68),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_VDD,V rise time rate DD,,0,,∞,us/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.52)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_VDD,V fall time rate DD,,20,,∞,us/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.52)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_VDDA,V fall time rate DDA,,20,,∞,us/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_VDDA,V rise time rate DDA,V power-on DD,0,,10000,us/V,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.53)+CH32V20x_30xDS0.PDF:en(p.60),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_erase_page,Page (256 bytes) erase time,,,16,,ms,#,reference,CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_erase_sec,Sector (4K bytes) erase time,,,16,,ms,#,reference,CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_prog_page,Page (256 bytes) programming time,,,2,,ms,#,reference,CH32V20x_30xDS0.PDF:en(p.69),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,t_s,Sampling time,,1.5,,239.5,1/fADC,#,confirmed,CH32V20x_30xDS0.PDF:zh(p.79)+CH32V20x_30xDS0.PDF:en(p.88),CH32V20x_30xDS0.PDF
CH32V407;CH32V467,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = -40℃~85℃,-2.2,,2.2,%,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,ACC_HSI,Accuracy of HSI oscillator (after calibration),T_A = 0℃~70℃,-1.6,,1.6,%,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,C,Recommended load capacitance and corresponding crystal serial impedance R S,R <70kΩ S,,,15,pF,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.57),CH32V407DS0.PDF
CH32V407;CH32V467,C_ADC,Internal sample and hold capacitor,,,8,,pF,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,C_in(HSE),OSC_IN input capacitance,,,5,,pF,#,confirmed,CH32V407DS0.PDF:zh(p.48)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,C_in(LSE),OSC32_IN input capacitance,,,5,,pF,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,DuCy_(HSE),Duty cycle,,,50,,%,#,reference,CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,DuCy_(LSE),Duty cycle,,,50,,%,#,reference,CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,DuCy_HSI,Duty cycle,,45,50,55,%,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,DuCy_LSI,Duty cycle,,45,50,55,%,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,E0,Offset error,"f_DDA = 30MHz, ADC R < 2kΩ, AIN V = 3.3V",,±3,±6,LSB,#,reference,CH32V407DS0.PDF:en(p.75),CH32V407DS0.PDF
CH32V407;CH32V467,ED,Differential nonlinearity error,,,±3,±5,LSB,#,confirmed,CH32V407DS0.PDF:zh(p.66)+CH32V407DS0.PDF:en(p.75),CH32V407DS0.PDF
CH32V407;CH32V467,EL,Integral nonlinearity error,,,±3,±6,LSB,#,conflict,CH32V407DS0.PDF:en(p.75)+!CH32V407DS0.PDF:zh(typ=±4),CH32V407DS0.PDF
CH32V407;CH32V467,F_HCLK,Internal HB clock frequency,LDO_VDDK[2:0] = 011(Default),,,200,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,F_HCLK,Internal HB clock frequency,LDO_VDDK[2:0] = 100,,,240,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,F_HSE_ext,External clock frequency,,5,25,32,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.48)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,F_HSI,Frequency (after calibration),,,20,,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,F_LSE_ext,User external clock frequency,,,32.768,1000,kHz,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,F_LSI,Frequency,,25,40,60,kHz,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,F_MAIN,System main frequency,,,,200,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.1)+CH32V407DS0.PDF:en(p.1),CH32V407DS0.PDF
CH32V407;CH32V467,F_OSC_IN,Resonator frequency,,5,25,32,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,F_PCLK1,Internal PB1 clock frequency,,,,F_HCLK,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,F_PCLK2,Internal PB2 clock frequency,,,,F_HCLK,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,F_PLL_IN,PLL input clock,,5,,32,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,F_PLL_OUT,PLL multiplier output clock,,100,,400,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,I_DD(HSI),HSI oscillator power consumption,,140,200,280,uA,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,I_DD(LSI),LSI oscillator power consumption,,,1,,uA,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,I_DDA,V supply current DDA,,,1,,uA,#,conflict,CH32V407DS0.PDF:en(p.74)+!CH32V407DS0.PDF:zh(unit=mA),CH32V407DS0.PDF
CH32V407;CH32V467,I_L,OSC_IN input leakage current,,,,±1,uA,#,confirmed,CH32V407DS0.PDF:zh(p.48)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,I_L,OSC32_IN input leakage current,,,,±1,uA,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,I_REFP,V supply current REF+,,,30,,uA,#,reference,CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,N_END,Erase times,T_A = 25℃,50K,,,Times,#,reference,CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,R_ADC,Sampling switch resistance,,,0.2,,kΩ,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,R_AIN,External input impedance,,,,50,kΩ,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,R_F,Feedback resistance,,,5,,MΩ,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.57),CH32V407DS0.PDF
CH32V407;CH32V467,T_A,Ambient temperature at work,,-40,,85,℃,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,T_J,Junction temperature,,-40,,105,℃,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,T_S_vrefint,ADC sampling time when reading the internal reference voltage,,8,,,us,#,confirmed,CH32V407DS0.PDF:zh(p.46)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_AIN,Conversion voltage range,,0,,VREF+,V,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,V_BAT,Working voltage of backup unit,,1.8,,3.6,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_DD,Standard working voltage,USB or ETH not used.,2.9,3.3,3.6,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_DD,Standard working voltage,Use USB or ETH,3.15,3.3,3.45,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_DD18,On-chip extended PSRAM working voltage,,1.2,1.8,2.0,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_DDA,Supply voltage,,2.9,,3.6,V,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,V_DDA,Analog part working voltage,V must be the same as V ; DDA DD V must not exceed V ; REF+ DD V is equal to V . REF- SS,2.9,3.3,3.6,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_DDK,Core operating voltage,,1.17,1.2,1.27,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_HSEH,OSC_IN input pin high level voltage,,0.8*VDD,,VDD,V,#,confirmed,CH32V407DS0.PDF:zh(p.48)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,V_HSEL,OSC_IN input pin low-level voltage,,0,,0.2*VDD,V,#,confirmed,CH32V407DS0.PDF:zh(p.48)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,V_LSEH,OSC32_IN input pin high level voltage,,0.8*VDD,,VDD,V,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,V_LSEL,OSC32_IN input pin low voltage,,0,,0.2*VDD,V,#,confirmed,CH32V407DS0.PDF:zh(p.49)+CH32V407DS0.PDF:en(p.56),CH32V407DS0.PDF
CH32V407;CH32V467,V_PDRhyst,PDR hysteresis,,,30,,mV,#,confirmed,CH32V407DS0.PDF:zh(p.46)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_POR/PDR,Power-on/power-down reset threshold,Falling edge,,2.69,,V,#,reference,CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_POR/PDR,Power-on/power-down reset threshold,Rising edge,,2.72,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 00 (falling edge),,2.81,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 00 (rising edge),,2.85,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 01 (falling edge),,2.90,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 01 (rising edge),,2.94,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 10 (falling edge),,3.00,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 10 (rising edge),,3.04,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 11 (falling edge),,3.10,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVD,Programmable voltage detector level selection,PLS[1:0] = 11 (rising edge),,3.14,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_PVDhyst,PVD hysteresis,,,0.04,,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_REF+,Positive reference voltage of ADC and DAC modules,V must not exceed V ; REF+ DD V is equal to V . REF- SS,2.4,3.3,3.6,V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,V_REF+,Positive reference voltage,V_DDA ≤ V REF+,2.4,,VDDA,V,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,V_REFINT,Internal reference voltage,T_A = -40℃~85℃,1.17,1.2,1.23,V,#,confirmed,CH32V407DS0.PDF:zh(p.46)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,V_hys,Standard I/O pin Schmitt trigger voltage hysteresis,,150,,,mV,#,confirmed,CH32V407DS0.PDF:zh(p.52)+CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,f_ADC,ADC clock frequency,,,,30,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,f_S,Sampling rate,,,,2,MHz,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,g_m,Oscillator transconductance,Startup,,25.3,,uA/V,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.57),CH32V407DS0.PDF
CH32V407;CH32V467,i_2,LSE drive current,V_DD = 3.3V,,0.35,,uA,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.57),CH32V407DS0.PDF
CH32V407;CH32V467,t_CAL,Calibration time,,,136,,1/fADC,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,t_CONV,Total conversion time (including sampling time),,14,,252,1/fADC,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,t_Iat,Injected trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,t_Iatr,Regular trigger conversion latency,,,,2,1/fADC,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32V407;CH32V467,t_LOCK,PLL lock time,,,40,90,us,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,t_RET,Data retention period,,20,,,Years,#,reference,CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,t_RSTTEMPO,Other reset,,2,10,30,ms,#,confirmed,CH32V407DS0.PDF:zh(p.46)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,t_RSTTEMPO,Power on reset,,16,28,30,ms,#,confirmed,CH32V407DS0.PDF:zh(p.46)+CH32V407DS0.PDF:en(p.52),CH32V407DS0.PDF
CH32V407;CH32V467,t_SU(HSI),HSI oscillator startup stabilization time(1),,,,8,us,#,confirmed,CH32V407DS0.PDF:zh(p.50)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,t_SU(LSE),Startup time,V is stable DD,,800,,mS,#,conflict,CH32V407DS0.PDF:en(p.57)+!CH32V407DS0.PDF:zh(unit=ms),CH32V407DS0.PDF
CH32V407;CH32V467,t_SU(LSI),LSI oscillator startup stabilization time(1),,,230,,us,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.58),CH32V407DS0.PDF
CH32V407;CH32V467,t_VDD,V rise time rate DD,,0,,∞,us/V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,t_VDD,V fall time rate DD,,20,,∞,us/V,#,confirmed,CH32V407DS0.PDF:zh(p.45)+CH32V407DS0.PDF:en(p.51),CH32V407DS0.PDF
CH32V407;CH32V467,t_erase_block,Block (32K bytes) erase time,T_A = -40℃~85℃,,16,200,ms,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,t_erase_sec,Sector (4K bytes) erase time,T_A = -40℃~85℃,,2,50,ms,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,t_prog_page,Page (256 bytes) programming time,T_A = -40℃~85℃,,1,15,ms,#,confirmed,CH32V407DS0.PDF:zh(p.51)+CH32V407DS0.PDF:en(p.59),CH32V407DS0.PDF
CH32V407;CH32V467,t_s,Power-on time,,1.5,,239.5,1/fADC,#,confirmed,CH32V407DS0.PDF:zh(p.65)+CH32V407DS0.PDF:en(p.74),CH32V407DS0.PDF
CH32X033;CH32X035,ACC_HSI,Accuracy of HSI oscillator (after calibration),TA = -40℃~85℃,-2.6,±1.1,2.2,%,#,confirmed,CH32X035DS0.PDF:zh(p.26)+CH32X035DS0.PDF:en(p.28),CH32X035DS0.PDF
