family,variant,dma,channel,request_id,request,request_en,note,#,confidence,basis
CH32V003,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V003,,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32V003RM.PDF p.67)+rm:en(CH32V003RM.PDF p.65)
CH32V006,,DMA1,1,,ADC,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,1,,TIM3_CH3,,（1）（2）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,2,,TIM3_CH3,,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,3,,TIM3_CH3,,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,TIM3_CH4,,（1）（2）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,TIM3_CH4,,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,TIM3_CH4,,（1）,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,6,,USART2_TX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V006,,DMA1,7,,USART2_RX,,,#,confirmed,rm:zh(CH32V00XRM.PDF p.79)+rm:en(CH32V00XRM.PDF p.94)
CH32V103,,DMA1,1,,ADC,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,DAC_CH1,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,DAC_CH2,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,I2C2_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,4,,SPI2_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,I2C2_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,5,,SPI2_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V103,,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32xRM.PDF p.90)+rm:en(CH32xRM.PDF p.105)
CH32V103,,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32xRM.PDF p.89)+rm:en(CH32xRM.PDF p.104)
CH32V205,,DMA1,1,,ADC*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,1,,TIM4_CH1*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,1,,USART4_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,SPI1_RX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,TIM2_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,TIM3_CH3*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,3,,SPI1_TX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,TIM3_CH4*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,4,,I2C2_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,SPI2_RX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,5,,I2C2_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,SPI2_TX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,5,,TIM1_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,TIM4_CH3*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,TIM3_CH1*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM2_CH4*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,TIM4_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.115)
CH32V205,,DMA1,8,,TIM2_CH4*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA1,8,,USART4_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.99)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,QSPI1,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,TIM3_CH3*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,1,,USART7_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,2,,TIM3_CH4*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,2,,USART5_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,3,,TIM3_CH1*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,3,,USART8_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,SPI2_RX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,TIM4_CH1*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,4,,USART5_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,SPI2_TX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,TIM4_CH3*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,5,,USART8_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,SPI1_RX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,TIM1_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,TIM4_CH2,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,6,,USART6_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,SPI1_TX*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,TIM2_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,TIM4_CH4,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,7,,USART6_RX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,ADC*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,TIM3_CH2,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,TIM4_UP*,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V205,,DMA2,8,,USART7_TX,,,#,confirmed,rm:zh(CH32V205RM.PDF p.100)+rm:en(CH32V205RM.PDF p.116)
CH32V20x,CH32V20x_D6,DMA1,1,,ADC1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,TIM2_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,TIM4_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,1,,USART4_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,SPI1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM1_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM2_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,TIM3_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,2,,USART3_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,SPI1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM1_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM3_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,TIM3_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,3,,USART3_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,I2C2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,SPI2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1_COM,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM1_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,TIM4_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,4,,USART1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,I2C2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,SPI2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM1_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM2_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,TIM4_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,5,,USART1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,I2C1_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM1_CH3,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM3_CH1,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,TIM3_TRIG,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,6,,USART2_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,I2C1_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM2_CH2,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM2_CH4,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,TIM4_UP,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,7,,USART2_TX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V20x,CH32V20x_D6,DMA1,8,,USART4_RX,,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
