family,type,register,offset,width_bits,count,field,define,kind,of_field,bits,mask,value,description,access,reset,#,confidence,basis
CH32M030,ADC,RSQR2,0x030,32,1,SQ7_0,ADC_SQ7_0,value,SQ7,0,0x1,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ7_1,ADC_SQ7_1,value,SQ7,1,0x2,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ7_2,ADC_SQ7_2,value,SQ7,2,0x4,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ7_3,ADC_SQ7_3,value,SQ7,3,0x8,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ7_4,ADC_SQ7_4,value,SQ7,4,0x10,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ7,ADC_SQ7,field,,4:0,0x1f,,SQ7[4:0] bits (7th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8_0,ADC_SQ8_0,value,SQ8,5,0x20,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8_1,ADC_SQ8_1,value,SQ8,6,0x40,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8_2,ADC_SQ8_2,value,SQ8,7,0x80,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8_3,ADC_SQ8_3,value,SQ8,8,0x100,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8_4,ADC_SQ8_4,value,SQ8,9,0x200,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ8,ADC_SQ8,field,,9:5,0x3e0,,SQ8[4:0] bits (8th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9_0,ADC_SQ9_0,value,SQ9,10,0x400,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9_1,ADC_SQ9_1,value,SQ9,11,0x800,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9_2,ADC_SQ9_2,value,SQ9,12,0x1000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9_3,ADC_SQ9_3,value,SQ9,13,0x2000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9_4,ADC_SQ9_4,value,SQ9,14,0x4000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ9,ADC_SQ9,field,,14:10,0x7c00,,SQ9[4:0] bits (9th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10_0,ADC_SQ10_0,value,SQ10,15,0x8000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10_1,ADC_SQ10_1,value,SQ10,16,0x10000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10_2,ADC_SQ10_2,value,SQ10,17,0x20000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10_3,ADC_SQ10_3,value,SQ10,18,0x40000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10_4,ADC_SQ10_4,value,SQ10,19,0x80000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ10,ADC_SQ10,field,,19:15,0xf8000,,SQ10[4:0] bits (10th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11_0,ADC_SQ11_0,value,SQ11,20,0x100000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11_1,ADC_SQ11_1,value,SQ11,21,0x200000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11_2,ADC_SQ11_2,value,SQ11,22,0x400000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11_3,ADC_SQ11_3,value,SQ11,23,0x800000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11_4,ADC_SQ11_4,value,SQ11,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ11,ADC_SQ11,field,,24:20,0x1f00000,,SQ11[4:0] bits (11th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12_0,ADC_SQ12_0,value,SQ12,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12_1,ADC_SQ12_1,value,SQ12,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12_2,ADC_SQ12_2,value,SQ12,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12_3,ADC_SQ12_3,value,SQ12,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12_4,ADC_SQ12_4,value,SQ12,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR2,0x030,32,1,SQ12,ADC_SQ12,field,,29:25,0x3e000000,,SQ12[4:0] bits (12th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1_0,ADC_SQ1_0,value,SQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1_1,ADC_SQ1_1,value,SQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1_2,ADC_SQ1_2,value,SQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1_3,ADC_SQ1_3,value,SQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1_4,ADC_SQ1_4,value,SQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ1,ADC_SQ1,field,,4:0,0x1f,,SQ1[4:0] bits (1st conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2_0,ADC_SQ2_0,value,SQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2_1,ADC_SQ2_1,value,SQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2_2,ADC_SQ2_2,value,SQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2_3,ADC_SQ2_3,value,SQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2_4,ADC_SQ2_4,value,SQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ2,ADC_SQ2,field,,9:5,0x3e0,,SQ2[4:0] bits (2nd conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3_0,ADC_SQ3_0,value,SQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3_1,ADC_SQ3_1,value,SQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3_2,ADC_SQ3_2,value,SQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3_3,ADC_SQ3_3,value,SQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3_4,ADC_SQ3_4,value,SQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ3,ADC_SQ3,field,,14:10,0x7c00,,SQ3[4:0] bits (3rd conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4_0,ADC_SQ4_0,value,SQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4_1,ADC_SQ4_1,value,SQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4_2,ADC_SQ4_2,value,SQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4_3,ADC_SQ4_3,value,SQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4_4,ADC_SQ4_4,value,SQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ4,ADC_SQ4,field,,19:15,0xf8000,,SQ4[4:0] bits (4th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5_0,ADC_SQ5_0,value,SQ5,20,0x100000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5_1,ADC_SQ5_1,value,SQ5,21,0x200000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5_2,ADC_SQ5_2,value,SQ5,22,0x400000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5_3,ADC_SQ5_3,value,SQ5,23,0x800000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5_4,ADC_SQ5_4,value,SQ5,24,0x1000000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ5,ADC_SQ5,field,,24:20,0x1f00000,,SQ5[4:0] bits (5th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6_0,ADC_SQ6_0,value,SQ6,25,0x2000000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6_1,ADC_SQ6_1,value,SQ6,26,0x4000000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6_2,ADC_SQ6_2,value,SQ6,27,0x8000000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6_3,ADC_SQ6_3,value,SQ6,28,0x10000000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6_4,ADC_SQ6_4,value,SQ6,29,0x20000000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RSQR3,0x034,32,1,SQ6,ADC_SQ6,field,,29:25,0x3e000000,,SQ6[4:0] bits (6th conversion in regular sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1_0,ADC_JSQ1_0,value,JSQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1_1,ADC_JSQ1_1,value,JSQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1_2,ADC_JSQ1_2,value,JSQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1_3,ADC_JSQ1_3,value,JSQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1_4,ADC_JSQ1_4,value,JSQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ1,ADC_JSQ1,field,,4:0,0x1f,,JSQ1[4:0] bits (1st conversion in injected sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2_0,ADC_JSQ2_0,value,JSQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2_1,ADC_JSQ2_1,value,JSQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2_2,ADC_JSQ2_2,value,JSQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2_3,ADC_JSQ2_3,value,JSQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2_4,ADC_JSQ2_4,value,JSQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ2,ADC_JSQ2,field,,9:5,0x3e0,,JSQ2[4:0] bits (2nd conversion in injected sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3_0,ADC_JSQ3_0,value,JSQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3_1,ADC_JSQ3_1,value,JSQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3_2,ADC_JSQ3_2,value,JSQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3_3,ADC_JSQ3_3,value,JSQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3_4,ADC_JSQ3_4,value,JSQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ3,ADC_JSQ3,field,,14:10,0x7c00,,JSQ3[4:0] bits (3rd conversion in injected sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4_0,ADC_JSQ4_0,value,JSQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4_1,ADC_JSQ4_1,value,JSQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4_2,ADC_JSQ4_2,value,JSQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4_3,ADC_JSQ4_3,value,JSQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4_4,ADC_JSQ4_4,value,JSQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JSQ4,ADC_JSQ4,field,,19:15,0xf8000,,JSQ4[4:0] bits (4th conversion in injected sequence),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,JL_0,ADC_JL_0,value,JL,20,0x100000,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JL_1,ADC_JL_1,value,JL,21,0x200000,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,ISQR,0x038,32,1,JL,ADC_JL,field,,21:20,0x300000,,JL[1:0] bits (Injected Sequence length),RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,IDATAR1,0x03c,32,1,JDATA,ADC_IDATAR1_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,IDATAR2,0x040,32,1,JDATA,ADC_IDATAR2_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,IDATAR3,0x044,32,1,JDATA,ADC_IDATAR3_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,IDATAR4,0x048,32,1,JDATA,ADC_IDATAR4_JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RDATAR,0x04c,32,1,DATA,ADC_RDATAR_DATA,field,,15:0,0xffff,,Regular data,RO,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,RDATAR,0x04c,32,1,REGU_CH,ADC_REGU_CH,field,,19:16,0xf0000,,,RO,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,SW_DIS,ADC_SW_DIS,field,,0,0x1,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD_SCAN,ADC_AWD_SCAN,field,,3,0x8,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD0_RST_EN,ADC_AWD0_RST_EN,field,,4,0x10,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD1_RST_EN,ADC_AWD1_RST_EN,field,,5,0x20,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD2_RST_EN,ADC_AWD2_RST_EN,field,,6,0x40,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,CH_SAVE,ADC_CH_SAVE,field,,7,0x80,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD0_RES,ADC_AWD0_RES,field,,8,0x100,,,RW0,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD1_RES,ADC_AWD1_RES,field,,9,0x200,,,RW0,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AWD2_RES,ADC_AWD2_RES,field,,10,0x400,,,RW0,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,OVIF,ADC_OVIF,field,,16,0x10000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,DNIF,ADC_DNIF,field,,17,0x20000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,OF,ADC_OF,field,,18,0x40000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,DF,ADC_DF,field,,19,0x80000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_K_0,ADC_AVG_K_0,value,AVG_K,20,0x100000,1,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_K_1,ADC_AVG_K_1,value,AVG_K,21,0x200000,2,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_K_2,ADC_AVG_K_2,value,AVG_K,22,0x400000,4,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_K,ADC_AVG_K,field,,22:20,0x700000,,AVG_K[2:0],RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_EN,ADC_AVG_EN,field,,23,0x800000,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_OVIE,ADC_AVG_OVIE,field,,24,0x1000000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,AVG_DNIE,ADC_AVG_DNIE,field,,25,0x2000000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,CTLR3,0x050,32,1,CMP_XOR_MODE,ADC_CMP_XOR_MODE,field,,26,0x4000000,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,RDR_POLL,ADC_RDR_POLL,field,,27,0x8000000,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,WDTR1,0x054,32,1,LT1,ADC_LT1,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,WDTR1,0x054,32,1,HT1,ADC_HT1,field,,27:16,0xfff0000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,WDTR2,0x058,32,1,LT2,ADC_LT2,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,WDTR2,0x058,32,1,HT2,ADC_HT2,field,,27:16,0xfff0000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,AVGTR,0x05c,32,1,AVG_LTR,ADC_AVG_LTR,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,AVGTR,0x05c,32,1,AVG_HTR,ADC_AVG_HTR,field,,27:16,0xfff0000,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,DLYR,0x060,32,1,DLYVLU,ADC_DLYVLU,field,,8:0,0x1ff,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,DLYR,0x060,32,1,DLYSRC,ADC_DLYSRC,field,,9,0x200,,,RW,0,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC,AVGDR,0x064,32,1,AVG_DG,ADC_AVG_DG,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RDATAR2,0x068,32,1,DATA,ADC_RDATAR2_DATA,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RDATAR3,0x06c,32,1,DATA,ADC_RDATAR3_DATA,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RDATAR4,0x070,32,1,DATA,ADC_RDATAR4_DATA,field,,11:0,0xfff,,,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,SWJ_CFG_ENABLE,AFIO_PCFR1_SWJ_CFG_ENABLE,value,SWJ_CFG,,0x0,0,SWJ Enabled,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,I2C1_REMAP_0,AFIO_PCFR1_I2C1_REMAP_0,value,I2C1_REMAP,0,0x1,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,I2C1_REMAP_1,AFIO_PCFR1_I2C1_REMAP_1,value,I2C1_REMAP,1,0x2,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,I2C1_REMAP,AFIO_PCFR1_I2C1_REMAP,field,,1:0,0x3,,I2C1_REMAP[1:0] bits,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,UART1_REMAP_0,AFIO_PCFR1_UART1_REMAP_0,value,UART1_REMAP,2,0x4,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,UART1_REMAP_1,AFIO_PCFR1_UART1_REMAP_1,value,UART1_REMAP,3,0x8,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,UART1_REMAP_2,AFIO_PCFR1_UART1_REMAP_2,value,UART1_REMAP,4,0x10,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,UART1_REMAP,AFIO_PCFR1_UART1_REMAP,field,,4:2,0x1c,,UART1_REMAP[2:0] bits,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,SPI1_REMAP_0,AFIO_PCFR1_SPI1_REMAP_0,value,SPI1_REMAP,5,0x20,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,SPI1_REMAP_1,AFIO_PCFR1_SPI1_REMAP_1,value,SPI1_REMAP,6,0x40,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,SPI1_REMAP,AFIO_PCFR1_SPI1_REMAP,field,,6:5,0x60,,SPI1_REMAP[1:0] bits,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,TIM1_REMAP_0,AFIO_PCFR1_TIM1_REMAP_0,value,TIM1_REMAP,7,0x80,1,Bit 0,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,TIM1_REMAP_1,AFIO_PCFR1_TIM1_REMAP_1,value,TIM1_REMAP,8,0x100,2,Bit 1,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,TIM1_REMAP_2,AFIO_PCFR1_TIM1_REMAP_2,value,TIM1_REMAP,9,0x200,4,Bit 2,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,TIM1_REMAP,AFIO_PCFR1_TIM1_REMAP,field,,9:7,0x380,,TIM1_REMAP[2:0] bits,,,#,reference,evt(ch32m030.h)
CH32M030,AFIO,PCFR1,0x004,32,1,TIM2_REMAP_0,AFIO_PCFR1_TIM2_REMAP_0,value,TIM2_REMAP,10,0x400,1,Bit 0,,,#,reference,evt(ch32m030.h)
