family,variant,dma,channel,request_id,peripheral,request,remap,spelled,note,#,confidence,basis
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,I2C2,I2C2_TX,,I2C2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,SPI2,SPI/I2S2_RX,,SPI/I2S2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,I2C2,I2C2_RX,,I2C2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,SPI2,SPI/I2S2_TX,,SPI/I2S2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,I2C1,I2C1_TX,,I2C1_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,I2C1,I2C1_RX,,I2C1_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,SPI3,SPI/I2S3_RX,,SPI/I2S3_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM5,TIM5_CH4,,TIM5_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM5,TIM5_TRIG,,TIM5_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM8,TIM8_CH3,,TIM8_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,1,,TIM8,TIM8_UP,,TIM8_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,SPI3,SPI/I2S3_TX,,SPI/I2S3_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM5,TIM5_CH3,,TIM5_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM5,TIM5_UP,,TIM5_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8,TIM8_CH4,,TIM8_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8,TIM8_COM,,TIM8_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,TIM8,TIM8_TRIG,,TIM8_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,2,,USART5,USART5_RX,,USART5_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,DAC1,DAC1,,DAC1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,TIM6,TIM6_UP,,TIM6_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,TIM8,TIM8_CH1,,TIM8_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,3,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,DAC2,DAC2,,DAC2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,SDIO,SDIO,,SDIO,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,TIM5,TIM5_CH2,,TIM5_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,TIM7,TIM7_UP,,TIM7_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,4,,USART5,USART5_TX,,USART5_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,ADC2,ADC2,,ADC2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,TIM5,TIM5_CH1,,TIM5_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,TIM8,TIM8_CH2,,TIM8_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,5,,USART4,USART4_TX,,USART4_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,TIM10,TIM10_CH4,,TIM10_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,TIM9,TIM9_UP,,TIM9_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,6,,USART6,USART6_TX,,USART6_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM10,TIM10_COM,,TIM10_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM10,TIM10_TRIG,,TIM10_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,TIM9,TIM9_CH1,,TIM9_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,7,,USART6,USART6_RX,,USART6_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.151)+rm:en(CH32FV2x_V3xRM.PDF p.167)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,TIM10,TIM10_CH1,,TIM10_CH1,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,TIM9,TIM9_CH4,,TIM9_CH4,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,8,,USART7,USART7_TX,,USART7_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,TIM10,TIM10_CH3,,TIM10_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,TIM9,TIM9_CH2,,TIM9_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,9,,USART7,USART7_RX,,USART7_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM10,TIM10_CH2,,TIM10_CH2,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM9,TIM9_COM,,TIM9_COM,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,TIM9,TIM9_TRIG,,TIM9_TRIG,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,10,,USART8,USART8_TX,,USART8_TX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,TIM10,TIM10_UP,,TIM10_UP,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,TIM9,TIM9_CH3,,TIM9_CH3,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V307,CH32V30x_D8|CH32V30x_D8C,DMA2,11,,USART8,USART8_RX,,USART8_RX,,#,confirmed,rm:zh(CH32FV2x_V3xRM.PDF p.152)+rm:en(CH32FV2x_V3xRM.PDF p.168)
CH32V407,,DMA1,1,,TIM2,TIM2_CH3,,TIM2_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,1,,TIM4,TIM4_CH1,,TIM4_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,SPI1,SPI1_RX,,SPI1_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,2,,TIM1,TIM1_CH1,,TIM1_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,TIM2,TIM2_UP,,TIM2_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,TIM3,TIM3_CH3,,TIM3_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,2,,USART3,USART3_TX,,USART3_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,SPI1,SPI1_TX,,SPI1_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,3,,TIM1,TIM1_CH2,,TIM1_CH2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,TIM3,TIM3_CH4,,TIM3_CH4,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,TIM3,TIM3_UP,,TIM3_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,3,,USART3,USART3_RX,,USART3_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,I3C,I3C_TX,,I3C_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,SPI2,SPI_I2S2_RX,,SPI_I2S2_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,4,,TIM1,TIM1_CH4,,TIM1_CH4,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM1,TIM1_COM,,TIM1_COM,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM1,TIM1_TRIG,,TIM1_TRIG,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,TIM4,TIM4_CH2,,TIM4_CH2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,4,,USART1,USART1_TX,,USART1_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,5,,I3C,I3C_RX,,I3C_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,SPI2,SPI_I2S2_TX,,SPI_I2S2_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,5,,TIM1,TIM1_UP,,TIM1_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,TIM2,TIM2_CH1,,TIM2_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,TIM4,TIM4_CH3,,TIM4_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,5,,USART1,USART1_RX,,USART1_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,6,,I2C1,I2C_TX,,I2C_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM1,TIM1_CH3,,TIM1_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM3,TIM3_CH1,,TIM3_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,TIM3,TIM3_TRIG,,TIM3_TRIG,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,6,,USART2,USART2_RX,,USART2_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA1,7,,I2C1,I2C_RX,,I2C_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM2,TIM2_CH2,,TIM2_CH2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM2,TIM2_CH4,,TIM2_CH4,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,TIM4,TIM4_UP,,TIM4_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA1,7,,USART2,USART2_TX,,USART2_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.135)+rm:en(CH32V407RM.PDF p.149)
CH32V407,,DMA2,1,,SPI3,SPI_I2S3_RX,,SPI_I2S3_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM5,TIM5_CH4,,TIM5_CH4,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM5,TIM5_TRIG,,TIM5_TRIG,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM8,TIM8_CH3,,TIM8_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,1,,TIM8,TIM8_UP,,TIM8_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,SPI3,SPI_I2S3_TX,,SPI_I2S3_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM5,TIM5_CH3,,TIM5_CH3,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM5,TIM5_UP,,TIM5_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8,TIM8_CH4,,TIM8_CH4,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8,TIM8_COM,,TIM8_COM,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,TIM8,TIM8_TRIG,,TIM8_TRIG,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,2,,USART5,USART5_RX,,USART5_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,DAC1,DAC1,,DAC1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,TIM6,TIM6_UP,,TIM6_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,TIM8,TIM8_CH1,,TIM8_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,3,,USART4,USART4_RX,,USART4_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,DAC2,DAC2,,DAC2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,SDIO,SDIO,,SDIO,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,TIM5,TIM5_CH2,,TIM5_CH2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,TIM7,TIM7_UP,,TIM7_UP,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,4,,USART5,USART5_TX,,USART5_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,TIM5,TIM5_CH1,,TIM5_CH1,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,TIM8,TIM8_CH2,,TIM8_CH2,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,5,,USART4,USART4_TX,,USART4_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,6,,USART6,USART6_TX,,USART6_TX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,7,,USART6,USART6_RX,,USART6_RX,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
CH32V407,,DMA2,8,,I3C,I3C_TC,,I3C_TC,,#,confirmed,rm:zh(CH32V407RM.PDF p.136)+rm:en(CH32V407RM.PDF p.150)
