part_number,series,family,capability,qualifier,stated,count,value,attribute,#,confidence,basis
CH32M030C8U7,CH32M030,CH32M030,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,systick,32bit,marker,,√,timer_system_time_base_32_bit,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,timer-general,tim2-16bit,count,1,1,timer_general_purpose_tim2_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,timer-streamlined,tim3-16bit,count,1,1,timer_streamlined_tim3_16_bit,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,usart,uart,count,1,1,communication_interface_uart,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,usb-fs,,text,,Host Device,communication_interface_pdusb_usbfs,#,confirmed,products:zh+products:en
CH32M030C8U7,CH32M030,CH32M030,usb-pd,,text,,"(CC1R, CC2R) (CC3, CC4) Built-in Rd(1)",communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=(CC1R,CC2R)(CC3,CC4), built-in Rd(1))"
CH32M030C8U7,CH32M030,CH32M030,watchdog,wwdg,count,1,1,timer_wwdg,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,adc-channel,,count,11,11,adc,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,cmp,cmp2,count,1,1,cmp2,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,cmp,cmp3,count,1,1,cmp3,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,current-sense,,text,,Differential *2,current_sampling_isp_isn,#,conflict,products:en+!products:zh(=2 differential)
CH32M030G8R7,CH32M030,CH32M030,gate-driver,half-bridge,count,3,3,half_bridge_gate_driver,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,isink,,count,1,1,programmable_current_injection_module_isink,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,opa,opa2,count,1,1,opa2,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,opa,opa3,count,1,1,opa3,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,opa,opa4,count,1,1,opa4,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,pre-drive-io,,count,6,6,pre_drive_i_o_mv_i_0,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,qii,,count,1,1,signal_decoding_qii,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,systick,32bit,marker,,√,timer_system_time_base_32_bit,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,timer-general,tim2-16bit,count,1,1,timer_general_purpose_tim2_16_bit,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,timer-streamlined,tim3-16bit,count,1,1,timer_streamlined_tim3_16_bit,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,usart,uart,count,1,1,communication_interface_uart,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,usb-fs,,text,,Host Device,communication_interface_pdusb_usbfs,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,usb-pd,,text,,"(CC3, CC4)",communication_interface_pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32M030G8R7,CH32M030,CH32M030,watchdog,wwdg,count,1,1,timer_wwdg,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,adc-channel,,count,16,16,adc,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,cmp,cmp2,count,1,1,cmp2,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,cmp,cmp3,count,1,1,cmp3,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,current-sense,,text,,Differential *1 Single end*1,current_sampling_isp_isn,#,conflict,products:en+!products:zh(=1 differential + 1 single-ended)
CH32M030K8U7,CH32M030,CH32M030,gate-driver,half-bridge,count,2,2,half_bridge_gate_driver,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,hv-io,,count,1,1,high_voltage_i_o_hv_i_0,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,i2c,,count,1,1,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,isink,,count,2,2,programmable_current_injection_module_isink,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,isource,,count,1,1,source_current_module_isource,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,opa,opa2,count,1,1,opa2,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,opa,opa3,count,1,1,opa3,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,opa,opa4,count,1,1,opa4,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,pre-drive-io,,count,6,6,pre_drive_i_o_mv_i_0,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,qii,,count,1,1,signal_decoding_qii,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,spi,,count,1,1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,systick,32bit,marker,,√,timer_system_time_base_32_bit,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,timer-general,tim2-16bit,count,1,1,timer_general_purpose_tim2_16_bit,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,timer-streamlined,tim3-16bit,count,1,1,timer_streamlined_tim3_16_bit,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,usart,uart,count,1,1,communication_interface_uart,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,usb-fs,,text,,Host Device,communication_interface_pdusb_usbfs,#,confirmed,products:zh+products:en
CH32M030K8U7,CH32M030,CH32M030,usb-pd,,text,,"(CC1R, CC2R) (CC3, CC4) Built-in Rd(1)",communication_interface_pdusb_usb_pd_type_c,#,conflict,"products:en+!products:zh(=(CC1R,CC2R)(CC3,CC4), built-in Rd(1))"
CH32M030K8U7,CH32M030,CH32M030,watchdog,wwdg,count,1,1,timer_wwdg,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,adc-channel,,text,,10+3,adc,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,can,,count,1,1,communication_interface_can,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,clock,,text,,Max: 96MHz,cpu_main_frequency,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,cmp,,count,3,3,cmp,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,gate-driver,3-phase-structure,text,,P+N,3_phase_gate_drive_structure,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,gate-driver,3-phase-voltage,text,,24V,3_phase_gate_drive_voltage,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,i2c,,count,2,2,communication_interface_i2c,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,rtc,,marker,,√,rtc,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,spi,,text,,SPI1,communication_interface_spi,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,systick,64bit,marker,,√,timer_systick_64_bit,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,timer-advanced,tim1-16bit,count,1,1,timer_advanced_control_tim1_16_bit,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,timer-general,tim2-3-16bit,count,2,2,timer_general_purpose_tim2_3_16_bit,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,timer-general,tim4-32bit,count,1,1,timer_general_purpose_tim4_32_bit,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,timer-lptim,,marker,,√,timer_low_power_timer_lptim,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,tkey-channel,,count,10,10,tkey,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,usart,,count,4,4,communication_interface_usart,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,usb,host-device,text,,Host Device,communication_interface_pdusb_usb_host_device,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,usb-pd,,text,,DRP Source Sink,communication_interface_pdusb_usb_pd_type_c,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,voltage,,text,,3.3V,rated_voltage,#,confirmed,products:zh+products:en
CH32M103G8R6,CH32M103,CH32L103,watchdog,,text,,2 ( WWDG + IWDG ),timer_watchdog,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,adc-channel,,text,,6+2,adc,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V002A4M6,CH32V002,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,adc-channel,,text,,4+2,adc,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V002D4U6,CH32V002,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V002F4P6,CH32V002,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V002F4U6,CH32V002,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,adc-channel,,text,,6+2,adc,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V002J4M6,CH32V002,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,adc-channel,,count,6,6,adc_channel_no,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,clock,sources,count,3,3,system_clock_source,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,timer-advanced,,count,1,1,advanced_control_timer,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,timer-general,,count,1,1,general_purpose_timer,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,usart,,count,1,1,usart,#,confirmed,products:zh+products:en
CH32V003A4M6,CH32V003,CH32V003,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,adc-channel,,count,8,8,adc_channel_no,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,clock,sources,count,3,3,system_clock_source,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,timer-advanced,,count,1,1,advanced_control_timer,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,timer-general,,count,1,1,general_purpose_timer,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,usart,,count,1,1,usart,#,confirmed,products:zh+products:en
CH32V003F4P6,CH32V003,CH32V003,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,adc-channel,,count,8,8,adc_channel_no,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,clock,sources,count,3,3,system_clock_source,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,timer-advanced,,count,1,1,advanced_control_timer,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,timer-general,,count,1,1,general_purpose_timer,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,usart,,count,1,1,usart,#,confirmed,products:zh+products:en
CH32V003F4U6,CH32V003,CH32V003,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,adc-channel,,count,6,6,adc_channel_no,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,clock,sources,count,3,3,system_clock_source,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,timer-advanced,,count,1,1,advanced_control_timer,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,timer-general,,count,1,1,general_purpose_timer,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,usart,,count,1,1,usart,#,confirmed,products:zh+products:en
CH32V003J4M6,CH32V003,CH32V003,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V004F6P1,CH32V004,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V004F6U1,CH32V004,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,adc-channel,,text,,4+2,adc,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V005D6U6,CH32V005,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V005E6R6,CH32V005,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V005F6P6,CH32V005,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V005F6U6,CH32V005,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,adc-channel,,text,,4+2,adc,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,tkey-channel,,count,4,4,capacitive_touchkey,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V006D8U7,CH32V006,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,tkey-channel,,count,8,8,capacitive_touchkey,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V006E8R6,CH32V006,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,tkey-channel,,count,8,8,capacitive_touchkey,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V006E8R7,CH32V006,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,tkey-channel,,count,8,8,capacitive_touchkey,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,usart,,count,1,1,serial_port,#,confirmed,products:zh+products:en
CH32V006F4U6,CH32V006,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,timer-general,,count,1,1,gptm,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,timer-streamlined,,count,1,1,streamlined_timer,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,tkey-channel,,count,8,8,capacitive_touchkey,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,usart,,count,2,2,serial_port,#,confirmed,products:zh+products:en
CH32V006F8P7,CH32V006,CH32V006,watchdog,,count,2,2,watchdog,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,adc-channel,,text,,8+2,adc,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,i2c,,count,1,1,i2c,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,opa,,count,1,1,opa,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,opa,polling,count,3,3,opa_polling,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,spi,,count,1,1,spi,#,confirmed,products:zh+products:en
CH32V006F8U7,CH32V006,CH32V006,timer-advanced,,count,1,1,adtm,#,confirmed,products:zh+products:en
